1424270142,16143019073,26459879@N00,Mon_Mar_09_10:45:42_CET_2015,Wed_Feb_18_15:35:42_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424270148,16576813799,26459879@N00,Mon_Mar_09_10:45:41_CET_2015,Wed_Feb_18_15:35:48_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424270160,16555689107,26459879@N00,Mon_Mar_09_10:45:41_CET_2015,Wed_Feb_18_15:36:00_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424270183,16524447827,26459879@N00,Fri_Mar_06_10:33:32_CET_2015,Wed_Feb_18_15:36:23_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424270197,16737079376,26459879@N00,Mon_Mar_09_10:45:40_CET_2015,Wed_Feb_18_15:36:37_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424270212,16737079436,26459879@N00,Mon_Mar_09_10:45:39_CET_2015,Wed_Feb_18_15:36:52_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424270225,16762957725,26459879@N00,Mon_Mar_09_10:45:38_CET_2015,Wed_Feb_18_15:37:05_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424270229,16576816229,26459879@N00,Mon_Mar_09_10:45:38_CET_2015,Wed_Feb_18_15:37:09_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424270269,16705832236,26459879@N00,Fri_Mar_06_10:33:32_CET_2015,Wed_Feb_18_15:37:49_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424270286,16575383878,26459879@N00,Mon_Mar_09_10:45:38_CET_2015,Wed_Feb_18_15:38:06_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424270356,16731727815,26459879@N00,Fri_Mar_06_10:33:32_CET_2015,Wed_Feb_18_15:39:16_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424270361,16705831806,26459879@N00,Fri_Mar_06_10:33:33_CET_2015,Wed_Feb_18_15:39:21_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424270383,16730653622,26459879@N00,Fri_Mar_06_10:33:33_CET_2015,Wed_Feb_18_15:39:43_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424270384,16140652394,26459879@N00,Mon_Mar_09_10:45:38_CET_2015,Wed_Feb_18_15:39:44_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424270573,16143019623,26459879@N00,Mon_Mar_09_10:45:37_CET_2015,Wed_Feb_18_15:42:53_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424270761,16576816439,26459879@N00,Mon_Mar_09_10:45:36_CET_2015,Wed_Feb_18_15:46:01_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424270886,16524447177,26459879@N00,Fri_Mar_06_10:33:34_CET_2015,Wed_Feb_18_15:48:06_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424270968,16762958065,26459879@N00,Mon_Mar_09_10:45:35_CET_2015,Wed_Feb_18_15:49:28_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424271040,16143019743,26459879@N00,Mon_Mar_09_10:45:35_CET_2015,Wed_Feb_18_15:50:40_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424271043,16761889432,26459879@N00,Mon_Mar_09_10:45:34_CET_2015,Wed_Feb_18_15:50:43_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424271079,16762958295,26459879@N00,Mon_Mar_09_10:45:33_CET_2015,Wed_Feb_18_15:51:19_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424271450,16761892052,26459879@N00,Mon_Mar_09_10:45:33_CET_2015,Wed_Feb_18_15:57:30_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424271458,16762958365,26459879@N00,Mon_Mar_09_10:45:32_CET_2015,Wed_Feb_18_15:57:38_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424271500,16524446797,26459879@N00,Fri_Mar_06_10:33:35_CET_2015,Wed_Feb_18_15:58:20_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424271502,16762958395,26459879@N00,Mon_Mar_09_10:45:31_CET_2015,Wed_Feb_18_15:58:22_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424271504,16109423914,26459879@N00,Fri_Mar_06_10:33:14_CET_2015,Wed_Feb_18_15:58:24_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424271514,16524453767,26459879@N00,Fri_Mar_06_10:33:14_CET_2015,Wed_Feb_18_15:58:34_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424271537,16524453557,26459879@N00,Fri_Mar_06_10:33:15_CET_2015,Wed_Feb_18_15:58:57_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424272954,16731733165,26459879@N00,Fri_Mar_06_10:33:15_CET_2015,Wed_Feb_18_16:22:34_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424273061,16109423434,26459879@N00,Fri_Mar_06_10:33:16_CET_2015,Wed_Feb_18_16:24:21_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424273375,16524453227,26459879@N00,Fri_Mar_06_10:33:16_CET_2015,Wed_Feb_18_16:29:35_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424273418,16109423164,26459879@N00,Fri_Mar_06_10:33:17_CET_2015,Wed_Feb_18_16:30:18_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424273664,16111781303,26459879@N00,Fri_Mar_06_10:33:17_CET_2015,Wed_Feb_18_16:34:24_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424277851,16111780973,26459879@N00,Fri_Mar_06_10:33:18_CET_2015,Wed_Feb_18_17:44:11_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424277854,16524452877,26459879@N00,Fri_Mar_06_10:33:18_CET_2015,Wed_Feb_18_17:44:14_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424277858,16544323060,26459879@N00,Fri_Mar_06_10:33:18_CET_2015,Wed_Feb_18_17:44:18_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424277864,16730518561,26459879@N00,Fri_Mar_06_10:33:18_CET_2015,Wed_Feb_18_17:44:24_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424277877,16109421514,26459879@N00,Fri_Mar_06_10:33:19_CET_2015,Wed_Feb_18_17:44:37_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424277892,16731731085,26459879@N00,Fri_Mar_06_10:33:19_CET_2015,Wed_Feb_18_17:44:52_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424278195,16544321920,26459879@N00,Fri_Mar_06_10:33:20_CET_2015,Wed_Feb_18_17:49:55_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424278197,16730657482,26459879@N00,Fri_Mar_06_10:33:20_CET_2015,Wed_Feb_18_17:49:57_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424278202,16705835316,26459879@N00,Fri_Mar_06_10:33:21_CET_2015,Wed_Feb_18_17:50:02_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424278861,16731730685,26459879@N00,Fri_Mar_06_10:33:21_CET_2015,Wed_Feb_18_18:01:01_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424278866,16544169558,26459879@N00,Fri_Mar_06_10:33:22_CET_2015,Wed_Feb_18_18:01:06_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424278952,16544321330,26459879@N00,Fri_Mar_06_10:33:22_CET_2015,Wed_Feb_18_18:02:32_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1424278985,16705831546,26459879@N00,Fri_Mar_06_10:33:22_CET_2015,Wed_Feb_18_18:03:05_CET_2015,45.434116,12.33859,Torre_dell'orologio,45.4346,12.3389
1442734252,21925975651,26483956@N04,Sat_Oct_03_19:18:21_CEST_2015,Sun_Sep_20_09:30:52_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1442734473,21926226261,26483956@N04,Sat_Oct_03_19:30:45_CEST_2015,Sun_Sep_20_09:34:33_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1442736979,21295146013,26483956@N04,Sat_Oct_03_19:18:33_CEST_2015,Sun_Sep_20_10:16:19_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1442737529,21295149913,26483956@N04,Sat_Oct_03_19:18:46_CEST_2015,Sun_Sep_20_10:25:29_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1442737925,21295154423,26483956@N04,Sat_Oct_03_19:19:00_CEST_2015,Sun_Sep_20_10:32:05_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1442738338,21904284932,26483956@N04,Sat_Oct_03_19:19:17_CEST_2015,Sun_Sep_20_10:38:58_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1442739018,21728234060,26483956@N04,Sat_Oct_03_19:19:34_CEST_2015,Sun_Sep_20_10:50:18_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1442739042,21295171423,26483956@N04,Sat_Oct_03_19:19:49_CEST_2015,Sun_Sep_20_10:50:42_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1442739426,21916286675,26483956@N04,Sat_Oct_03_19:20:03_CEST_2015,Sun_Sep_20_10:57:06_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1442739599,21729428309,26483956@N04,Sat_Oct_03_19:20:16_CEST_2015,Sun_Sep_20_10:59:59_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1442740322,21904309692,26483956@N04,Sat_Oct_03_19:20:29_CEST_2015,Sun_Sep_20_11:12:02_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1442740367,21916299685,26483956@N04,Sat_Oct_03_19:20:42_CEST_2015,Sun_Sep_20_11:12:47_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1442740387,21926028131,26483956@N04,Sat_Oct_03_19:20:55_CEST_2015,Sun_Sep_20_11:13:07_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1442740537,21728265550,26483956@N04,Sat_Oct_03_19:21:09_CEST_2015,Sun_Sep_20_11:15:37_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1442740875,21729451289,26483956@N04,Sat_Oct_03_19:21:23_CEST_2015,Sun_Sep_20_11:21:15_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1442742768,21728274530,26483956@N04,Sat_Oct_03_19:21:37_CEST_2015,Sun_Sep_20_11:52:48_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1442742795,21729459829,26483956@N04,Sat_Oct_03_19:21:49_CEST_2015,Sun_Sep_20_11:53:15_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1442742874,21926049521,26483956@N04,Sat_Oct_03_19:22:02_CEST_2015,Sun_Sep_20_11:54:34_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1442743210,21293597854,26483956@N04,Sat_Oct_03_19:22:15_CEST_2015,Sun_Sep_20_12:00:10_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1442744185,21926058391,26483956@N04,Sat_Oct_03_19:22:30_CEST_2015,Sun_Sep_20_12:16:25_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1442744414,21293776424,26483956@N04,Sat_Oct_03_19:31:01_CEST_2015,Sun_Sep_20_12:20:14_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1442745229,21728468670,26483956@N04,Sat_Oct_03_19:31:12_CEST_2015,Sun_Sep_20_12:33:49_CEST_2015,45.4402,12.321938,Palazzo_Foscari_Contarini,_45.440825,_12.322646
1448724200,23462849933,26572027@N03,Thu_Dec_31_20:13:44_CET_2015,Sat_Nov_28_16:23:20_CET_2015,45.434338,12.338783,Torre_dell'orologio,45.4346,12.3389
1448730066,24063555436,26572027@N03,Thu_Dec_31_20:13:55_CET_2015,Sat_Nov_28_18:01:06_CET_2015,45.434338,12.338783,Torre_dell'orologio,45.4346,12.3389
1448730117,23981525842,26572027@N03,Thu_Dec_31_20:14:17_CET_2015,Sat_Nov_28_18:01:57_CET_2015,45.434338,12.338783,Torre_dell'orologio,45.4346,12.3389
1448730136,23461405134,26572027@N03,Thu_Dec_31_20:14:34_CET_2015,Sat_Nov_28_18:02:16_CET_2015,45.434338,12.338783,Torre_dell'orologio,45.4346,12.3389
1448730245,24007049001,26572027@N03,Thu_Dec_31_20:14:47_CET_2015,Sat_Nov_28_18:04:05_CET_2015,45.434338,12.338783,Torre_dell'orologio,45.4346,12.3389
1448730310,23721836499,26572027@N03,Thu_Dec_31_20:15:03_CET_2015,Sat_Nov_28_18:05:10_CET_2015,45.434338,12.338783,Torre_dell'orologio,45.4346,12.3389
1448730378,23793986570,26572027@N03,Thu_Dec_31_20:15:17_CET_2015,Sat_Nov_28_18:06:18_CET_2015,45.434338,12.338783,Torre_dell'orologio,45.4346,12.3389
1448730603,23721842769,26572027@N03,Thu_Dec_31_20:15:29_CET_2015,Sat_Nov_28_18:10:03_CET_2015,45.434338,12.338783,Torre_dell'orologio,45.4346,12.3389
1448730636,23721844729,26572027@N03,Thu_Dec_31_20:15:37_CET_2015,Sat_Nov_28_18:10:36_CET_2015,45.434338,12.338783,Torre_dell'orologio,45.4346,12.3389
1448730766,24063584326,26572027@N03,Thu_Dec_31_20:15:50_CET_2015,Sat_Nov_28_18:12:46_CET_2015,45.434338,12.338783,Torre_dell'orologio,45.4346,12.3389
1448733083,23793997360,26572027@N03,Thu_Dec_31_20:16:02_CET_2015,Sat_Nov_28_18:51:23_CET_2015,45.434338,12.338783,Torre_dell'orologio,45.4346,12.3389
1448733457,23981554532,26572027@N03,Thu_Dec_31_20:16:10_CET_2015,Sat_Nov_28_18:57:37_CET_2015,45.434338,12.338783,Torre_dell'orologio,45.4346,12.3389
1448737477,24007073521,26572027@N03,Thu_Dec_31_20:16:26_CET_2015,Sat_Nov_28_20:04:37_CET_2015,45.434338,12.338783,Torre_dell'orologio,45.4346,12.3389
1448737597,23461436674,26572027@N03,Thu_Dec_31_20:16:40_CET_2015,Sat_Nov_28_20:06:37_CET_2015,45.434338,12.338783,Torre_dell'orologio,45.4346,12.3389
1448745826,23462902633,26572027@N03,Thu_Dec_31_20:17:12_CET_2015,Sat_Nov_28_22:23:46_CET_2015,45.434338,12.338783,Torre_dell'orologio,45.4346,12.3389
1448745984,23981574722,26572027@N03,Thu_Dec_31_20:17:32_CET_2015,Sat_Nov_28_22:26:24_CET_2015,45.434338,12.338783,Torre_dell'orologio,45.4346,12.3389
1448746022,24007092671,26572027@N03,Thu_Dec_31_20:17:44_CET_2015,Sat_Nov_28_22:27:02_CET_2015,45.434338,12.338783,Torre_dell'orologio,45.4346,12.3389
1448746895,23981579512,26572027@N03,Thu_Dec_31_20:17:52_CET_2015,Sat_Nov_28_22:41:35_CET_2015,45.434338,12.338783,Torre_dell'orologio,45.4346,12.3389
1436281288,23534157800,26580193@N04,Fri_Dec_18_17:30:54_CET_2015,Tue_Jul_07_17:01:28_CEST_2015,45.434834,12.34992,Arsenale_di_Venezia,_45.434779,_12.349951
1420289934,16186703361,26609355@N02,Sat_Jan_03_23:30:10_CET_2015,Sat_Jan_03_13:58:54_CET_2015,45.44207,12.322689,Chiesa_degli_Scalzi,45.4413,12.3222
1420306014,16279789420,26609355@N02,Sat_Feb_07_22:44:38_CET_2015,Sat_Jan_03_18:26:54_CET_2015,45.4341,12.338247,Museo_Correr,45.4336,12.3372
1420372291,16167557456,26609355@N02,Sun_Jan_04_11:51:31_CET_2015,Sun_Jan_04_12:51:31_CET_2015,45.434036,12.323768,Campo_Santa_Margherita,_45.434257,_12.323682
1449596453,22993294834,26686245@N02,Wed_Dec_09_03:40:53_CET_2015,Tue_Dec_08_18:40:53_CET_2015,45.440975,12.321038,Chiesa_degli_Scalzi,45.4413,12.3222
1424462588,16006621944,26748153@N08,Tue_Feb_24_00:56:04_CET_2015,Fri_Feb_20_21:03:08_CET_2015,45.43406,12.339033,Palazzo_Ducale,45.4339,12.3400
1424517349,16443007899,26748153@N08,Tue_Feb_24_00:56:59_CET_2015,Sat_Feb_21_12:15:49_CET_2015,45.43366,12.340063,Palazzo_Ducale,45.4339,12.3400
1424526537,16441793990,26748153@N08,Tue_Feb_24_00:57:01_CET_2015,Sat_Feb_21_14:48:57_CET_2015,45.43366,12.340063,Palazzo_Ducale,45.4339,12.3400
1424527818,16441793440,26748153@N08,Tue_Feb_24_00:57:02_CET_2015,Sat_Feb_21_15:10:18_CET_2015,45.429134,12.34312,Chiesa_di_San_Giorgio_Maggiore,_45.429522,_12.343061
1424527959,16628797295,26748153@N08,Tue_Feb_24_00:57:02_CET_2015,Sat_Feb_21_15:12:39_CET_2015,45.429134,12.34312,Chiesa_di_San_Giorgio_Maggiore,_45.429522,_12.343061
1424528429,16628141102,26748153@N08,Tue_Feb_24_00:56:58_CET_2015,Sat_Feb_21_15:20:29_CET_2015,45.430744,12.334644,Basilica_di_Santa_Maria_della_Salute,_45.430852,_12.334677
1424528667,16441801540,26748153@N08,Tue_Feb_24_00:57:57_CET_2015,Sat_Feb_21_15:24:27_CET_2015,45.429134,12.34312,Chiesa_di_San_Giorgio_Maggiore,_45.429522,_12.343061
1424529009,16628805765,26748153@N08,Tue_Feb_24_00:57:57_CET_2015,Sat_Feb_21_15:30:09_CET_2015,45.429134,12.34312,Chiesa_di_San_Giorgio_Maggiore,_45.429522,_12.343061
1424529023,16628805195,26748153@N08,Tue_Feb_24_00:57:58_CET_2015,Sat_Feb_21_15:30:23_CET_2015,45.429134,12.34312,Chiesa_di_San_Giorgio_Maggiore,_45.429522,_12.343061
1424529059,16009045073,26748153@N08,Tue_Feb_24_00:57:59_CET_2015,Sat_Feb_21_15:30:59_CET_2015,45.429134,12.34312,Chiesa_di_San_Giorgio_Maggiore,_45.429522,_12.343061
1424529134,16009044803,26748153@N08,Tue_Feb_24_00:58:00_CET_2015,Sat_Feb_21_15:32:14_CET_2015,45.429134,12.34312,Chiesa_di_San_Giorgio_Maggiore,_45.429522,_12.343061
1424529318,16421517697,26748153@N08,Tue_Feb_24_00:57:57_CET_2015,Sat_Feb_21_15:35:18_CET_2015,45.429134,12.34312,Chiesa_di_San_Giorgio_Maggiore,_45.429522,_12.343061
1424529907,16602848536,26748153@N08,Tue_Feb_24_00:59:14_CET_2015,Sat_Feb_21_15:45:07_CET_2015,45.429134,12.34312,Chiesa_di_San_Giorgio_Maggiore,_45.429522,_12.343061
1424597294,16009061213,26748153@N08,Tue_Feb_24_01:00:19_CET_2015,Sun_Feb_22_10:28:14_CET_2015,45.43366,12.340063,Palazzo_Ducale,45.4339,12.3400
1424598961,16602854676,26748153@N08,Tue_Feb_24_01:00:19_CET_2015,Sun_Feb_22_10:56:01_CET_2015,45.430744,12.334644,Basilica_di_Santa_Maria_della_Salute,_45.430852,_12.334677
1424598983,16627726021,26748153@N08,Tue_Feb_24_01:00:19_CET_2015,Sun_Feb_22_10:56:23_CET_2015,45.430744,12.334644,Basilica_di_Santa_Maria_della_Salute,_45.430852,_12.334677
1424600067,16602856866,26748153@N08,Tue_Feb_24_01:00:16_CET_2015,Sun_Feb_22_11:14:27_CET_2015,45.430744,12.334644,Basilica_di_Santa_Maria_della_Salute,_45.430852,_12.334677
1424602275,16602864396,26748153@N08,Tue_Feb_24_01:01:30_CET_2015,Sun_Feb_22_11:51:15_CET_2015,45.430843,12.331446,Collezione_Peggy_Guggenheim,45.4306,12.3311
1424602331,16628171182,26748153@N08,Tue_Feb_24_01:01:30_CET_2015,Sun_Feb_22_11:52:11_CET_2015,45.430843,12.331446,Collezione_Peggy_Guggenheim,45.4306,12.3311
1424609391,16441823700,26748153@N08,Tue_Feb_24_01:01:32_CET_2015,Sun_Feb_22_13:49:51_CET_2015,45.431664,12.328946,Gallerie_dell'Accademia,45.4312,12.3280
1424609420,16602861966,26748153@N08,Tue_Feb_24_01:01:32_CET_2015,Sun_Feb_22_13:50:20_CET_2015,45.431664,12.328946,Gallerie_dell'Accademia,45.4312,12.3280
1424610864,16441826370,26748153@N08,Tue_Feb_24_01:01:30_CET_2015,Sun_Feb_22_14:14:24_CET_2015,45.43366,12.340063,Palazzo_Ducale,45.4339,12.3400
1424611003,16602871586,26748153@N08,Tue_Feb_24_01:03:04_CET_2015,Sun_Feb_22_14:16:43_CET_2015,45.43366,12.340063,Palazzo_Ducale,45.4339,12.3400
1424611560,16009076893,26748153@N08,Tue_Feb_24_01:03:05_CET_2015,Sun_Feb_22_14:26:00_CET_2015,45.43366,12.340063,Palazzo_Ducale,45.4339,12.3400
1424611658,16628177732,26748153@N08,Tue_Feb_24_01:03:05_CET_2015,Sun_Feb_22_14:27:38_CET_2015,45.43366,12.340063,Palazzo_Ducale,45.4339,12.3400
1424612550,16421551607,26748153@N08,Tue_Feb_24_01:02:59_CET_2015,Sun_Feb_22_14:42:30_CET_2015,45.43366,12.340063,Palazzo_Ducale,45.4339,12.3400
1424612935,16421550717,26748153@N08,Tue_Feb_24_01:03:00_CET_2015,Sun_Feb_22_14:48:55_CET_2015,45.43366,12.340063,Palazzo_Ducale,45.4339,12.3400
1424614064,16441668408,26748153@N08,Tue_Feb_24_01:03:00_CET_2015,Sun_Feb_22_15:07:44_CET_2015,45.43366,12.340063,Palazzo_Ducale,45.4339,12.3400
1424615740,16006670474,26748153@N08,Tue_Feb_24_01:03:01_CET_2015,Sun_Feb_22_15:35:40_CET_2015,45.43366,12.340063,Palazzo_Ducale,45.4339,12.3400
1424616685,16628838605,26748153@N08,Tue_Feb_24_01:03:01_CET_2015,Sun_Feb_22_15:51:25_CET_2015,45.43406,12.339033,Palazzo_Ducale,45.4339,12.3400
1424616794,16627744761,26748153@N08,Tue_Feb_24_01:03:02_CET_2015,Sun_Feb_22_15:53:14_CET_2015,45.43406,12.339033,Palazzo_Ducale,45.4339,12.3400
1424617474,16627743991,26748153@N08,Tue_Feb_24_01:03:03_CET_2015,Sun_Feb_22_16:04:34_CET_2015,45.43366,12.340063,Palazzo_Ducale,45.4339,12.3400
1439318472,20625147802,26792430@N00,Sun_Aug_16_22:42:39_CEST_2015,Tue_Aug_11_20:41:12_CEST_2015,45.430428,12.331002,Collezione_Peggy_Guggenheim,45.4306,12.3311
1439318480,20640916711,26792430@N00,Sun_Aug_16_22:42:45_CEST_2015,Tue_Aug_11_20:41:20_CEST_2015,45.430428,12.331022,Collezione_Peggy_Guggenheim,45.4306,12.3311
1439318629,20640920061,26792430@N00,Sun_Aug_16_22:42:53_CEST_2015,Tue_Aug_11_20:43:49_CEST_2015,45.430546,12.332238,Collezione_Peggy_Guggenheim,45.4306,12.3311
1439319207,20013362113,26792430@N00,Sun_Aug_16_22:43:09_CEST_2015,Tue_Aug_11_20:53:27_CEST_2015,45.431202,12.334211,Basilica_di_Santa_Maria_della_Salute,_45.430852,_12.334677
1439319210,20011730974,26792430@N00,Sun_Aug_16_22:43:15_CEST_2015,Tue_Aug_11_20:53:30_CEST_2015,45.431202,12.334211,Basilica_di_Santa_Maria_della_Salute,_45.430852,_12.334677
1439319214,20634270865,26792430@N00,Sun_Aug_16_22:43:21_CEST_2015,Tue_Aug_11_20:53:34_CEST_2015,45.43127,12.33405,Basilica_di_Santa_Maria_della_Salute,_45.430852,_12.334677
1439320585,20450233260,26792430@N00,Mon_Aug_17_01:44:58_CEST_2015,Tue_Aug_11_21:16:25_CEST_2015,45.432,12.333511,Palazzo_Santa_Maria_del_Giglio,_45.432577,_12.332878
1439320592,20629104462,26792430@N00,Mon_Aug_17_01:45:07_CEST_2015,Tue_Aug_11_21:16:32_CEST_2015,45.431965,12.33355,Palazzo_Santa_Maria_del_Giglio,_45.432577,_12.332878
1439322210,20644892561,26792430@N00,Mon_Aug_17_01:45:12_CEST_2015,Tue_Aug_11_21:43:30_CEST_2015,45.43127,12.334066,Basilica_di_Santa_Maria_della_Salute,_45.430852,_12.334677
1439322469,20446280818,26792430@N00,Sun_Aug_16_22:43:27_CEST_2015,Tue_Aug_11_21:47:49_CEST_2015,45.431202,12.334225,Basilica_di_Santa_Maria_della_Salute,_45.430852,_12.334677
1439322472,20446282938,26792430@N00,Sun_Aug_16_22:43:32_CEST_2015,Tue_Aug_11_21:47:52_CEST_2015,45.431267,12.334,Basilica_di_Santa_Maria_della_Salute,_45.430852,_12.334677
1439322474,20640937371,26792430@N00,Sun_Aug_16_22:43:37_CEST_2015,Tue_Aug_11_21:47:54_CEST_2015,45.431267,12.334,Basilica_di_Santa_Maria_della_Salute,_45.430852,_12.334677
1439323302,20611985456,26792430@N00,Mon_Aug_17_01:45:22_CEST_2015,Tue_Aug_11_22:01:42_CEST_2015,45.431236,12.334233,Basilica_di_Santa_Maria_della_Salute,_45.430852,_12.334677
1439323305,20450244730,26792430@N00,Mon_Aug_17_01:45:30_CEST_2015,Tue_Aug_11_22:01:45_CEST_2015,45.431255,12.334263,Basilica_di_Santa_Maria_della_Salute,_45.430852,_12.334677
1439324757,20450244558,26792430@N00,Mon_Aug_17_01:45:38_CEST_2015,Tue_Aug_11_22:25:57_CEST_2015,45.43239,12.336338,Bauer_Palazzo,_45.432130,_12.336245
1439324777,20638240475,26792430@N00,Mon_Aug_17_01:45:46_CEST_2015,Tue_Aug_11_22:26:17_CEST_2015,45.43129,12.333911,Basilica_di_Santa_Maria_della_Salute,_45.430852,_12.334677
1439324834,20644907371,26792430@N00,Mon_Aug_17_01:45:55_CEST_2015,Tue_Aug_11_22:27:14_CEST_2015,45.43106,12.33408,Basilica_di_Santa_Maria_della_Salute,_45.430852,_12.334677
1439324893,20011742194,26792430@N00,Sun_Aug_16_22:43:44_CEST_2015,Tue_Aug_11_22:28:13_CEST_2015,45.43095,12.33408,Basilica_di_Santa_Maria_della_Salute,_45.430852,_12.334677
1439324897,20640941421,26792430@N00,Sun_Aug_16_22:43:49_CEST_2015,Tue_Aug_11_22:28:17_CEST_2015,45.431,12.334052,Basilica_di_Santa_Maria_della_Salute,_45.430852,_12.334677
1439324971,20644910351,26792430@N00,Mon_Aug_17_01:46:04_CEST_2015,Tue_Aug_11_22:29:31_CEST_2015,45.431133,12.333927,Basilica_di_Santa_Maria_della_Salute,_45.430852,_12.334677
1439325073,20446291668,26792430@N00,Sun_Aug_16_22:43:55_CEST_2015,Tue_Aug_11_22:31:13_CEST_2015,45.431286,12.334544,Basilica_di_Santa_Maria_della_Salute,_45.430852,_12.334677
